date,Spot_Price_SPEL,Future_M1_Price,Future_M1_OpenInterest,Future_M2_Price,Future_M2_OpenInterest,Future_M3_Price,Future_M3_OpenInterest,Future_M4_Price,Future_M4_OpenInterest,Future_M5_Price,Future_M5_OpenInterest,Future_M6_Price,Future_M6_OpenInterest
2025-11-18,79.08,68.0,491.0,72.7,22.0,69.83,2.0,49.0,17.0,30.01,0.0,28.7,0.0
2025-11-19,100.16,66.0,491.0,71.5,22.0,68.9,2.0,49.44,17.0,30.16,0.0,28.9,0.0
2025-11-20,84.54,67.1,491.0,70.94,22.0,69.13,2.0,50.08,18.0,30.23,0.0,29.0,0.0
2025-11-21,60.14,64.7,491.0,70.05,22.0,67.62,2.0,49.15,18.0,29.89,0.0,28.55,0.0
2025-11-22,59.07,64.7,491.0,70.05,22.0,67.62,2.0,49.15,18.0,29.89,0.0,28.55,0.0
2025-11-23,39.88,64.7,491.0,70.05,22.0,67.62,2.0,49.15,18.0,29.89,0.0,28.55,0.0
2025-11-24,41.77,63.65,491.0,68.6,22.0,64.65,2.0,47.18,18.0,29.41,0.0,27.9,0.0
2025-11-25,48.17,63.9,491.0,67.4,22.0,64.2,2.0,47.92,18.0,28.89,0.0,27.2,0.0
2025-11-26,69.21,62.4,491.0,66.6,22.0,63.56,2.0,46.54,18.0,28.96,0.0,27.3,0.0
2025-11-27,86.02,62.5,491.0,65.45,22.0,62.5,2.0,47.92,18.0,29.22,0.0,27.65,0.0
2025-11-28,98.73,62.85,491.0,67.1,22.0,63.2,2.0,47.38,18.0,29.11,0.0,27.5,0.0
2025-11-29,82.23,62.85,491.0,67.1,22.0,63.2,2.0,47.38,18.0,29.11,0.0,27.5,0.0
2025-11-30,74.92,62.85,491.0,67.1,22.0,63.2,2.0,47.38,18.0,29.11,0.0,27.5,0.0
2025-12-01,91.78,65.4,22.0,62.17,2.0,47.25,18.0,31.5,0.0,32.15,0.0,47.97,0.0
2025-12-02,88.65,64.85,22.0,61.01,2.0,46.82,18.0,31.0,0.0,30.53,0.0,46.19,0.0
2025-12-03,70.42,66.5,22.0,61.05,2.0,48.04,18.0,30.75,0.0,31.0,0.0,45.81,0.0
2025-12-04,64.77,66.2,22.0,59.51,2.0,47.56,18.0,30.66,3.0,29.45,3.0,47.5,0.0
2025-12-05,70.61,66.6,22.0,59.72,2.0,47.98,18.0,30.25,3.0,30.02,3.0,48.23,0.0
2025-12-06,33.07,66.6,22.0,59.72,2.0,47.98,18.0,30.25,3.0,30.02,3.0,48.23,0.0
2025-12-07,32.3,66.6,22.0,59.72,2.0,47.98,18.0,30.25,3.0,30.02,3.0,48.23,0.0
2025-12-08,55.32,67.0,22.0,59.3,2.0,47.96,18.0,30.45,3.0,30.22,3.0,48.43,0.0
2025-12-09,63.17,68.25,22.0,59.01,2.0,49.01,18.0,31.2,3.0,30.29,3.0,50.94,0.0
2025-12-10,103.01,66.75,22.0,58.1,2.0,48.71,18.0,30.5,3.0,30.0,3.0,50.73,0.0
2025-12-11,96.19,67.85,23.0,57.86,2.0,48.55,18.0,30.2,3.0,29.7,3.0,50.43,0.0
2025-12-12,97.19,68.25,23.0,58.96,2.0,49.48,18.0,30.3,3.0,30.23,3.0,51.3,0.0
2025-12-13,79.2,68.25,23.0,58.96,2.0,49.48,18.0,30.3,3.0,30.23,3.0,51.3,0.0
2025-12-14,78.57,68.25,23.0,58.96,2.0,49.48,18.0,30.3,3.0,30.23,3.0,51.3,0.0
2025-12-15,92.47,68.55,23.0,60.19,2.0,48.36,21.0,30.8,3.0,30.75,3.0,52.24,0.0
2025-12-16,94.53,68.85,23.0,59.9,2.0,47.31,21.0,31.1,3.0,31.53,3.0,52.5,0.0
2025-12-17,101.41,69.2,23.0,59.26,2.0,46.52,21.0,32.38,3.0,31.63,3.0,51.71,0.0
2025-12-18,85.05,69.2,24.0,59.3,2.0,45.9,21.0,31.75,3.0,31.46,3.0,51.62,0.0
2025-12-19,102.76,70.5,24.0,58.98,2.0,46.34,21.0,31.39,3.0,30.79,3.0,52.97,0.0
2025-12-20,70.77,70.5,24.0,58.98,2.0,46.34,21.0,31.39,3.0,30.79,3.0,52.97,0.0
2025-12-21,61.48,70.5,24.0,58.98,2.0,46.34,21.0,31.39,3.0,30.79,3.0,52.97,0.0
2025-12-22,70.6,70.6,24.0,59.1,2.0,47.0,21.0,31.45,3.0,30.16,3.0,52.2,0.0
2025-12-23,77.91,73.0,31.0,59.63,2.0,47.17,21.0,31.1,3.0,30.56,3.0,52.74,0.0
2025-12-24,40.64,73.0,31.0,60.54,2.0,47.89,21.0,31.44,3.0,30.9,3.0,53.08,0.0
2025-12-25,48.7,73.0,31.0,60.54,2.0,47.89,21.0,31.44,3.0,30.9,3.0,53.08,0.0
2025-12-26,89.2,73.0,31.0,60.54,2.0,47.89,21.0,31.44,3.0,30.9,3.0,53.08,0.0
2025-12-27,80.12,73.0,31.0,60.54,2.0,47.89,21.0,31.44,3.0,30.9,3.0,53.08,0.0
2025-12-28,78.94,73.0,31.0,60.54,2.0,47.89,21.0,31.44,3.0,30.9,3.0,53.08,0.0
2025-12-29,107.2,70.75,36.0,60.77,2.0,47.96,21.0,31.45,3.0,30.91,3.0,53.09,0.0
2025-12-30,91.23,71.0,366.0,60.15,365.0,47.5,366.0,31.25,3.0,30.71,3.0,52.89,0.0
2025-12-31,97.82,71.26,356.0,60.15,365.0,46.76,366.0,31.25,3.0,30.71,3.0,52.89,0.0
