date,Spot_Price_SPEL,Future_M1_Price,Future_M1_OpenInterest,Future_M2_Price,Future_M2_OpenInterest,Future_M3_Price,Future_M3_OpenInterest,Future_M4_Price,Future_M4_OpenInterest,Future_M5_Price,Future_M5_OpenInterest,Future_M6_Price,Future_M6_OpenInterest
2025-03-29,4.32,33.7,349.0,36.65,27.0,52.64,48.0,72.6,0.0,73.1,0.0,76.38,0.0
2025-03-30,3.03,33.7,349.0,36.65,27.0,52.64,48.0,72.6,0.0,73.1,0.0,76.38,0.0
2025-03-31,29.45,32.9,575.0,36.25,377.0,52.15,409.0,71.8,0.0,72.3,0.0,75.58,0.0
2025-04-01,58.6,36.75,377.0,54.2,409.0,73.84,0.0,74.09,0.0,77.91,0.0,77.91,0.0
2025-04-02,27.99,33.75,375.0,53.25,409.0,71.79,0.0,72.04,0.0,75.86,0.0,76.96,0.0
2025-04-03,22.1,32.5,375.0,51.2,409.0,70.25,0.0,71.5,0.0,71.57,0.0,75.91,0.0
2025-04-04,11.24,30.65,375.0,48.5,426.0,69.0,0.0,68.21,0.0,68.28,0.0,72.91,0.0
2025-04-05,24.42,30.65,375.0,48.5,426.0,69.0,0.0,68.21,0.0,68.28,0.0,72.91,0.0
2025-04-06,26.56,30.65,375.0,48.5,426.0,69.0,0.0,68.21,0.0,68.28,0.0,72.91,0.0
2025-04-07,56.14,30.0,375.0,46.55,426.0,68.5,0.0,69.22,0.0,69.29,0.0,71.5,0.0
2025-04-08,47.67,30.15,371.0,47.1,426.0,68.3,0.0,69.55,0.0,69.62,0.0,72.5,0.0
2025-04-09,31.98,28.95,371.0,46.9,428.0,65.5,0.0,67.58,0.0,67.65,0.0,68.65,0.0
2025-04-10,19.2,28.6,358.0,47.0,428.0,67.5,0.0,68.19,0.0,70.01,0.0,70.15,0.0
2025-04-11,18.35,28.84,358.0,47.25,428.0,67.75,0.0,68.5,0.0,72.65,0.0,70.45,0.0
2025-04-12,27.01,28.84,358.0,47.25,428.0,67.75,0.0,68.5,0.0,72.65,0.0,70.45,0.0
2025-04-13,18.35,28.84,358.0,47.25,428.0,67.75,0.0,68.5,0.0,72.65,0.0,70.45,0.0
2025-04-14,24.54,29.2,358.0,46.8,428.0,67.0,0.0,68.25,0.0,74.0,0.0,72.5,0.0
2025-04-15,11.73,28.15,360.0,46.25,428.0,66.35,0.0,67.78,0.0,73.0,0.0,73.2,0.0
2025-04-16,12.14,28.7,360.0,45.5,429.0,65.9,0.0,66.55,0.0,72.9,0.0,73.9,0.0
2025-04-17,21.94,29.5,360.0,45.25,429.0,64.59,0.0,65.89,0.0,72.02,0.0,73.8,0.0
2025-04-18,12.35,29.5,360.0,45.25,429.0,64.59,0.0,65.89,0.0,72.02,0.0,73.8,0.0
2025-04-19,1.72,29.5,360.0,45.25,429.0,64.59,0.0,65.89,0.0,72.02,0.0,73.8,0.0
2025-04-20,10.71,29.5,360.0,45.25,429.0,64.59,0.0,65.89,0.0,72.02,0.0,73.8,0.0
2025-04-21,49.09,29.5,360.0,45.25,429.0,64.59,0.0,65.89,0.0,72.02,0.0,73.8,0.0
2025-04-22,64.39,29.75,360.0,44.78,430.0,64.09,0.0,65.75,0.0,71.3,0.0,71.85,0.0
2025-04-23,44.23,31.7,360.0,45.7,430.0,66.0,0.0,66.97,0.0,72.51,0.0,72.4,0.0
2025-04-24,43.53,31.25,355.0,46.0,430.0,66.54,0.0,66.54,0.0,72.09,0.0,71.95,0.0
2025-04-25,45.66,29.8,354.0,45.05,432.0,65.25,0.0,65.4,0.0,71.38,0.0,72.5,0.0
2025-04-26,5.54,29.8,354.0,45.05,432.0,65.25,0.0,65.4,0.0,71.38,0.0,72.5,0.0
2025-04-27,10.98,29.8,354.0,45.05,432.0,65.25,0.0,65.4,0.0,71.38,0.0,72.5,0.0
2025-04-28,18.5,28.5,354.0,42.75,432.0,64.05,0.0,64.2,0.0,70.18,0.0,72.0,0.0
2025-04-29,5.79,28.5,354.0,42.71,432.0,62.5,1.0,63.5,0.0,70.36,0.0,72.0,0.0
2025-04-30,31.83,29.35,411.0,44.3,434.0,62.75,1.0,63.8,0.0,70.75,0.0,72.0,0.0
2025-05-01,13.29,29.35,411.0,44.3,434.0,62.75,1.0,63.8,0.0,70.75,0.0,72.0,0.0
2025-05-02,10.94,44.25,434.0,62.85,1.0,64.71,0.0,72.12,0.0,71.2,0.0,76.45,0.0
2025-05-03,16.17,44.25,434.0,62.85,1.0,64.71,0.0,72.12,0.0,71.2,0.0,76.45,0.0
2025-05-04,11.0,44.25,434.0,62.85,1.0,64.71,0.0,72.12,0.0,71.2,0.0,76.45,0.0
2025-05-05,10.89,41.25,434.0,63.5,1.0,64.05,0.0,72.75,0.0,72.15,0.0,77.4,0.0
2025-05-06,10.24,40.5,378.0,62.44,1.0,64.79,0.0,73.24,0.0,74.0,0.0,77.65,0.0
2025-05-07,19.01,39.15,384.0,62.56,1.0,64.6,0.0,72.08,0.0,73.0,0.0,77.8,0.0
2025-05-08,16.76,39.6,384.0,63.37,11.0,65.52,0.0,72.89,0.0,73.75,0.0,78.15,0.0
2025-05-09,18.24,38.05,384.0,62.84,11.0,65.64,0.0,72.85,0.0,73.5,0.0,77.5,0.0
2025-05-10,9.08,38.05,384.0,62.84,11.0,65.64,0.0,72.85,0.0,73.5,0.0,77.5,0.0
2025-05-11,2.21,38.05,384.0,62.84,11.0,65.64,0.0,72.85,0.0,73.5,0.0,77.5,0.0
2025-05-12,21.69,37.46,384.0,64.65,21.0,67.85,0.0,74.38,0.0,75.4,0.0,79.4,0.0
2025-05-13,41.42,36.8,384.0,64.0,21.0,67.5,0.0,74.49,0.0,74.5,0.0,78.5,0.0
2025-05-14,30.55,35.7,384.0,62.0,22.0,65.6,0.0,73.0,0.0,73.6,0.0,77.6,0.0
2025-05-15,11.62,35.6,384.0,61.55,22.0,65.5,0.0,72.65,0.0,74.3,0.0,78.3,0.0
2025-05-16,4.68,35.65,384.0,61.15,22.0,65.25,0.0,72.4,0.0,74.0,0.0,78.0,0.0
2025-05-17,10.64,35.65,384.0,61.15,22.0,65.25,0.0,72.4,0.0,74.0,0.0,78.0,0.0
2025-05-18,6.76,35.65,384.0,61.15,22.0,65.25,0.0,72.4,0.0,74.0,0.0,78.0,0.0
2025-05-19,12.85,37.85,384.0,61.6,22.0,65.79,0.0,72.3,0.0,73.65,0.0,77.65,0.0
2025-05-20,13.41,43.0,389.0,65.17,26.0,69.72,0.0,75.28,0.0,76.0,0.0,80.0,0.0
2025-05-21,20.19,43.7,389.0,67.46,26.0,71.0,0.0,76.5,0.0,76.5,0.0,80.5,0.0
2025-05-22,3.35,42.5,389.0,69.0,26.0,71.0,0.0,77.51,0.0,77.15,0.0,81.15,0.0
2025-05-23,5.11,39.8,389.0,67.75,26.0,70.45,0.0,77.23,0.0,77.3,0.0,81.3,0.0
2025-05-24,7.2,39.8,389.0,67.75,26.0,70.45,0.0,77.23,0.0,77.3,0.0,81.3,0.0
2025-05-25,6.47,39.8,389.0,67.75,26.0,70.45,0.0,77.23,0.0,77.3,0.0,81.3,0.0
2025-05-26,17.18,39.95,389.0,67.75,26.0,71.66,0.0,78.27,0.0,78.25,0.0,82.25,0.0
2025-05-27,26.84,39.8,389.0,68.2,26.0,72.2,0.0,78.79,0.0,77.9,0.0,81.9,0.0
2025-05-28,27.78,40.1,389.0,68.29,26.0,72.15,0.0,78.75,0.0,78.0,0.0,82.0,0.0
2025-05-29,35.01,39.85,389.0,66.68,26.0,70.5,0.0,76.75,0.0,76.0,0.0,80.0,0.0
2025-05-30,43.96,41.0,389.0,66.0,26.0,68.82,0.0,75.35,0.0,75.0,0.0,78.8,0.0
2025-05-31,40.24,41.0,389.0,66.0,26.0,68.82,0.0,75.35,0.0,75.0,0.0,78.8,0.0
2025-06-01,19.5,41.0,389.0,66.0,26.0,68.82,0.0,75.35,0.0,75.0,0.0,78.8,0.0
2025-06-02,31.13,67.12,26.0,69.85,0.0,75.12,0.0,77.24,0.0,81.1,0.0,81.1,0.0
2025-06-03,51.69,70.0,37.0,70.3,0.0,76.13,0.0,76.0,0.0,82.79,0.0,82.79,0.0
2025-06-04,58.56,72.5,37.0,71.68,0.0,77.18,0.0,76.09,0.0,82.88,0.0,82.88,0.0
2025-06-05,59.52,73.35,42.0,72.1,5.0,76.64,0.0,76.5,0.0,82.88,0.0,84.87,0.0
2025-06-06,71.54,73.0,42.0,72.3,5.0,77.56,0.0,76.66,0.0,83.05,0.0,84.4,0.0
2025-06-07,49.57,73.0,42.0,72.3,5.0,77.56,0.0,76.66,0.0,83.05,0.0,84.4,0.0
2025-06-08,37.82,73.0,42.0,72.3,5.0,77.56,0.0,76.66,0.0,83.05,0.0,84.4,0.0
2025-06-09,61.51,74.14,42.0,72.0,5.0,77.9,0.0,76.71,0.0,83.1,0.0,84.45,0.0
2025-06-10,100.19,74.05,42.0,72.0,5.0,78.32,0.0,76.06,0.0,82.45,0.0,83.8,0.0
2025-06-11,73.63,76.3,42.0,74.0,5.0,78.84,0.0,78.56,0.0,84.95,0.0,86.3,0.0
2025-06-12,62.42,75.6,42.0,74.0,12.0,79.45,0.0,80.36,0.0,85.0,0.0,88.16,0.0
2025-06-13,69.73,76.85,42.0,75.5,10.0,80.55,0.0,82.06,0.0,86.7,0.0,89.86,0.0
2025-06-14,56.68,76.85,42.0,75.5,10.0,80.55,0.0,82.06,0.0,86.7,0.0,89.86,0.0
2025-06-15,22.33,76.85,42.0,75.5,10.0,80.55,0.0,82.06,0.0,86.7,0.0,89.86,0.0
2025-06-16,52.36,77.0,40.0,76.74,10.0,81.87,0.0,83.75,0.0,84.0,0.0,91.68,0.0
2025-06-17,94.14,78.65,40.0,78.63,10.0,84.04,0.0,80.75,0.0,85.46,0.0,93.27,0.0
2025-06-18,106.32,78.75,41.0,79.0,10.0,85.24,0.0,81.7,0.0,85.74,0.0,93.53,0.0
2025-06-19,116.46,83.0,41.0,81.6,13.0,85.9,0.0,81.0,0.0,89.05,0.0,96.96,0.0
2025-06-20,113.25,83.0,41.0,80.75,13.0,85.5,0.0,82.6,0.0,87.9,0.0,95.73,0.0
2025-06-21,76.99,83.0,41.0,80.75,13.0,85.5,0.0,82.6,0.0,87.9,0.0,95.73,0.0
2025-06-22,67.25,83.0,41.0,80.75,13.0,85.5,0.0,82.6,0.0,87.9,0.0,95.73,0.0
2025-06-23,110.56,86.0,41.0,83.0,13.0,87.2,0.0,83.25,0.0,87.96,0.0,95.77,0.0
2025-06-24,97.18,79.0,41.0,76.3,13.0,80.56,0.0,76.25,0.0,80.96,0.0,88.77,0.0
2025-06-25,81.06,79.25,41.0,76.06,13.0,80.25,0.0,76.75,0.0,81.46,0.0,89.27,0.0
2025-06-26,93.03,77.75,41.0,73.5,13.0,76.32,0.0,73.25,0.0,77.96,0.0,85.77,0.0
2025-06-27,93.1,76.75,64.0,72.83,13.0,75.43,0.0,72.5,0.0,76.84,0.0,84.63,0.0
2025-06-28,68.39,76.75,64.0,72.83,13.0,75.43,0.0,72.5,0.0,76.84,0.0,84.63,0.0
2025-06-29,71.07,76.75,64.0,72.83,13.0,75.43,0.0,72.5,0.0,76.84,0.0,84.63,0.0
2025-06-30,110.94,75.15,345.0,72.0,320.0,75.2,316.0,71.5,0.0,78.0,0.0,81.54,0.0
2025-07-01,111.2,72.7,320.0,75.0,316.0,72.0,0.0,77.75,0.0,81.28,0.0,84.55,0.0
2025-07-02,100.36,76.4,320.0,77.0,316.0,73.55,0.0,79.3,0.0,82.83,0.0,86.65,0.0
2025-07-03,91.33,78.2,320.0,78.0,316.0,73.9,0.0,79.65,0.0,83.18,0.0,87.85,0.0
2025-07-04,99.63,78.25,320.0,77.9,316.0,73.98,0.0,79.73,0.0,83.26,0.0,88.23,0.0
2025-07-05,72.35,78.25,320.0,77.9,316.0,73.98,0.0,79.73,0.0,83.26,0.0,88.23,0.0
2025-07-06,56.11,78.25,320.0,77.9,316.0,73.98,0.0,79.73,0.0,83.26,0.0,88.23,0.0
2025-07-07,60.36,74.5,320.0,77.0,316.0,73.75,0.0,79.5,0.0,83.03,0.0,88.2,0.0
2025-07-08,45.15,74.1,320.0,77.25,316.0,75.0,0.0,78.88,0.0,82.38,0.0,88.0,0.0
2025-07-09,89.7,74.85,320.0,76.75,316.0,75.55,0.0,79.43,0.0,82.93,0.0,89.01,0.0
2025-07-10,106.97,76.25,320.0,78.25,316.0,76.0,0.0,81.75,0.0,85.28,0.0,90.0,0.0
2025-07-11,98.25,75.25,320.0,77.5,316.0,75.95,0.0,82.15,0.0,85.69,0.0,90.5,0.0
2025-07-12,75.91,75.25,320.0,77.5,316.0,75.95,0.0,82.15,0.0,85.69,0.0,90.5,0.0
2025-07-13,64.59,75.25,320.0,77.5,316.0,75.95,0.0,82.15,0.0,85.69,0.0,90.5,0.0
2025-07-14,84.2,74.1,320.0,77.5,316.0,75.95,0.0,82.15,0.0,85.69,0.0,90.5,0.0
2025-07-15,83.11,74.3,320.0,77.25,316.0,75.0,0.0,81.12,0.0,84.66,0.0,90.85,0.0
2025-07-16,101.98,73.95,321.0,76.55,316.0,75.45,0.0,81.57,0.0,85.11,0.0,90.59,0.0
2025-07-17,102.85,73.0,322.0,75.9,316.0,75.0,0.0,81.12,0.0,84.66,0.0,89.75,0.0
2025-07-18,95.08,71.05,322.0,75.2,316.0,73.75,0.0,76.71,0.0,84.25,0.0,88.6,0.0
2025-07-19,50.16,71.05,322.0,75.2,316.0,73.75,0.0,76.71,0.0,84.25,0.0,88.6,0.0
2025-07-20,27.22,71.05,322.0,75.2,316.0,73.75,0.0,76.71,0.0,84.25,0.0,88.6,0.0
2025-07-21,57.61,69.0,322.0,73.0,316.0,69.58,15.0,77.85,0.0,84.5,0.0,87.5,0.0
2025-07-22,81.88,68.0,322.0,72.0,316.0,70.0,15.0,77.0,0.0,81.78,0.0,86.7,0.0
2025-07-23,84.43,65.35,322.0,70.75,316.0,69.05,15.0,75.0,0.0,82.74,0.0,86.1,0.0
2025-07-24,46.2,64.65,324.0,69.4,310.0,68.0,15.0,75.25,0.0,81.77,0.0,85.75,0.0
2025-07-25,41.85,63.25,324.0,69.52,310.0,68.6,15.0,75.7,0.0,82.22,0.0,86.25,0.0
2025-07-26,38.53,63.25,324.0,69.52,310.0,68.6,15.0,75.7,0.0,82.22,0.0,86.25,0.0
2025-07-27,32.39,63.25,324.0,69.52,310.0,68.6,15.0,75.7,0.0,82.22,0.0,86.25,0.0
2025-07-28,34.22,66.0,324.0,70.5,304.0,68.8,15.0,75.72,0.0,81.99,0.0,85.9,0.0
2025-07-29,32.15,69.5,327.0,72.1,304.0,71.4,15.0,76.6,0.0,82.7,0.0,87.5,0.0
2025-07-30,40.46,71.1,327.0,73.35,304.0,72.45,15.0,75.71,0.0,81.77,0.0,87.45,0.0
2025-07-31,64.22,70.0,327.0,73.65,304.0,72.68,15.0,76.25,0.0,82.5,0.0,87.5,0.0
2025-08-01,64.79,71.5,304.0,70.5,15.0,75.02,0.0,80.22,0.0,87.0,0.0,70.5,0.0
2025-08-02,37.24,71.5,304.0,70.5,15.0,75.02,0.0,80.22,0.0,87.0,0.0,70.5,0.0
2025-08-03,29.88,71.5,304.0,70.5,15.0,75.02,0.0,80.22,0.0,87.0,0.0,70.5,0.0
2025-08-04,65.55,72.1,304.0,70.2,15.0,75.5,0.0,81.55,0.0,85.75,0.0,69.25,0.0
2025-08-05,57.19,73.05,304.0,71.05,15.0,75.5,0.0,81.0,0.0,85.6,0.0,69.1,0.0
2025-08-06,78.27,72.25,299.0,70.25,18.0,73.72,0.0,80.25,0.0,84.75,0.0,68.25,0.0
2025-08-07,84.06,71.0,299.0,70.0,18.0,74.5,0.0,80.05,0.0,84.0,0.0,66.75,0.0
2025-08-08,74.09,70.95,299.0,69.9,18.0,74.16,0.0,79.43,0.0,84.5,0.0,67.25,0.0
2025-08-09,62.03,70.95,299.0,69.9,18.0,74.16,0.0,79.43,0.0,84.5,0.0,67.25,0.0
2025-08-10,55.45,70.95,299.0,69.9,18.0,74.16,0.0,79.43,0.0,84.5,0.0,67.25,0.0
2025-08-11,80.11,72.4,299.0,69.7,18.0,74.81,0.0,79.3,0.0,84.79,0.0,67.54,0.0
2025-08-12,89.7,70.3,299.0,69.5,18.0,74.01,0.0,77.75,0.0,83.6,0.0,66.35,0.0
2025-08-13,101.2,70.85,299.0,70.0,21.0,74.47,0.0,78.0,0.0,83.75,0.0,66.35,0.0
2025-08-14,96.7,69.95,299.0,69.4,23.0,72.59,0.0,77.0,0.0,82.75,0.0,65.35,0.0
2025-08-15,69.27,69.3,299.0,68.19,23.0,71.63,0.0,75.88,0.0,82.0,0.0,64.6,0.0
2025-08-16,74.1,69.3,299.0,68.19,23.0,71.63,0.0,75.88,0.0,82.0,0.0,64.6,0.0
2025-08-17,68.7,69.3,299.0,68.19,23.0,71.63,0.0,75.88,0.0,82.0,0.0,64.6,0.0
2025-08-18,96.68,68.5,299.0,68.5,23.0,71.08,0.0,75.5,0.0,81.5,0.0,64.1,0.0
2025-08-19,77.72,68.1,299.0,68.0,23.0,71.51,0.0,75.0,0.0,81.04,0.0,63.64,0.0
2025-08-20,68.31,68.25,299.0,68.85,23.0,72.39,0.0,75.52,0.0,81.04,0.0,63.64,0.0
2025-08-21,53.89,69.5,299.0,70.2,23.0,73.71,0.0,76.0,0.0,82.19,0.0,64.79,0.0
2025-08-22,53.61,71.1,299.0,71.25,23.0,74.85,0.0,76.35,0.0,83.29,0.0,65.89,0.0
2025-08-23,63.4,71.1,299.0,71.25,23.0,74.85,0.0,76.35,0.0,83.29,0.0,65.89,0.0
2025-08-24,62.28,71.1,299.0,71.25,23.0,74.85,0.0,76.35,0.0,83.29,0.0,65.89,0.0
2025-08-25,92.3,71.3,299.0,71.26,23.0,74.3,0.0,76.16,0.0,83.04,0.0,65.64,0.0
2025-08-26,87.75,70.73,299.0,71.24,23.0,74.14,0.0,75.74,0.0,82.44,0.0,65.04,0.0
2025-08-27,88.03,68.6,299.0,69.77,23.0,73.25,0.0,75.25,0.0,79.5,0.0,63.94,0.0
2025-08-28,53.84,66.9,299.0,68.0,23.0,73.25,0.0,74.5,0.0,78.35,0.0,63.39,0.0
2025-08-29,45.75,67.2,306.0,68.85,23.0,73.8,0.0,75.2,0.0,77.75,0.0,64.89,0.0
2025-08-30,52.61,67.2,306.0,68.85,23.0,73.8,0.0,75.2,0.0,77.75,0.0,64.89,0.0
2025-08-31,37.3,67.2,306.0,68.85,23.0,73.8,0.0,75.2,0.0,77.75,0.0,64.89,0.0
2025-09-01,30.63,68.66,23.0,73.72,0.0,75.47,0.0,78.1,0.0,63.9,0.0,54.33,0.0
2025-09-02,61.1,68.85,23.0,73.5,0.0,75.1,0.0,77.5,7.0,64.63,0.0,54.99,0.0
2025-09-03,55.1,68.1,23.0,73.67,0.0,76.22,0.0,77.65,7.0,64.78,0.0,55.14,0.0
2025-09-04,55.65,67.75,27.0,75.06,4.0,77.31,0.0,76.5,7.0,65.2,0.0,55.48,0.0
2025-09-05,55.32,67.85,47.0,74.86,4.0,76.81,5.0,76.75,7.0,65.06,0.0,55.36,0.0
2025-09-06,26.54,67.85,47.0,74.86,4.0,76.81,5.0,76.75,7.0,65.06,0.0,55.36,0.0
2025-09-07,31.84,67.85,47.0,74.86,4.0,76.81,5.0,76.75,7.0,65.06,0.0,55.36,0.0
2025-09-08,76.37,69.75,47.0,75.6,4.0,78.05,5.0,77.25,7.0,66.34,0.0,56.6,0.0
2025-09-09,63.56,69.45,47.0,74.99,4.0,77.6,5.0,77.25,7.0,65.79,0.0,56.08,0.0
2025-09-10,51.56,70.0,47.0,74.63,4.0,77.4,5.0,77.5,7.0,66.04,0.0,56.33,0.0
2025-09-11,54.42,70.05,50.0,74.0,6.0,75.58,5.0,76.85,7.0,65.39,0.0,55.68,0.0
2025-09-12,73.13,70.5,50.0,73.5,6.0,75.35,5.0,77.25,7.0,65.79,0.0,56.08,0.0
2025-09-13,60.84,70.5,50.0,73.5,6.0,75.35,5.0,77.25,7.0,65.79,0.0,56.08,0.0
2025-09-14,48.87,70.5,50.0,73.5,6.0,75.35,5.0,77.25,7.0,65.79,0.0,56.08,0.0
2025-09-15,66.88,70.0,50.0,72.7,6.0,74.81,5.0,75.0,7.0,71.8,0.0,50.0,0.0
2025-09-16,72.55,70.1,50.0,73.06,6.0,75.25,5.0,74.95,7.0,71.75,0.0,49.95,0.0
2025-09-17,86.01,72.0,52.0,74.4,6.0,75.32,5.0,76.15,7.0,71.73,0.0,50.07,0.0
2025-09-18,97.01,73.1,52.0,75.44,6.0,76.18,5.0,76.25,7.0,71.99,0.0,50.31,0.0
2025-09-19,89.55,72.35,52.0,74.3,8.0,74.17,5.0,76.25,7.0,70.37,0.0,48.88,0.0
2025-09-20,66.06,72.35,52.0,74.3,8.0,74.17,5.0,76.25,7.0,70.37,0.0,48.88,0.0
2025-09-21,42.29,72.35,52.0,74.3,8.0,74.17,5.0,76.25,7.0,70.37,0.0,48.88,0.0
2025-09-22,34.53,70.75,52.0,73.26,8.0,74.11,5.0,75.34,7.0,69.44,0.0,47.0,0.0
2025-09-23,51.56,71.6,52.0,73.78,8.0,74.68,5.0,74.5,7.0,70.22,0.0,47.57,0.0
2025-09-24,46.4,71.25,52.0,73.4,8.0,74.0,5.0,73.85,7.0,69.24,0.0,46.63,0.0
2025-09-25,79.4,72.4,54.0,74.36,8.0,74.36,5.0,75.0,7.0,73.0,0.0,43.97,0.0
2025-09-26,91.65,72.7,52.0,75.09,8.0,74.84,5.0,75.0,7.0,72.48,0.0,44.59,0.0
2025-09-27,71.79,72.7,52.0,75.09,8.0,74.84,5.0,75.0,7.0,72.48,0.0,44.59,0.0
2025-09-28,48.79,72.7,52.0,75.09,8.0,74.84,5.0,75.0,7.0,72.48,0.0,44.59,0.0
2025-09-29,59.06,73.6,466.0,75.0,477.0,75.1,473.0,75.15,7.0,72.63,0.0,44.74,0.0
2025-09-30,82.8,74.9,465.0,74.75,477.0,74.85,473.0,75.0,7.0,72.65,0.0,44.73,0.0
2025-10-01,87.08,74.5,477.0,74.0,473.0,74.9,7.0,72.55,0.0,44.63,0.0,27.16,0.0
2025-10-02,86.19,74.0,477.0,73.5,473.0,74.85,7.0,72.5,0.0,44.58,0.0,27.81,0.0
2025-10-03,93.25,75.75,477.0,74.0,473.0,74.25,7.0,72.28,0.0,45.52,0.0,28.46,0.0
2025-10-04,53.1,75.75,477.0,74.0,473.0,74.25,7.0,72.28,0.0,45.52,0.0,28.46,0.0
2025-10-05,24.31,75.75,477.0,74.0,473.0,74.25,7.0,72.28,0.0,45.52,0.0,28.46,0.0
2025-10-06,79.05,77.85,477.0,76.0,474.0,74.6,7.0,72.92,0.0,45.75,0.0,29.16,0.0
2025-10-07,98.65,78.5,480.0,76.6,474.0,74.51,7.0,73.36,0.0,45.88,0.0,29.81,0.0
2025-10-08,99.19,76.7,480.0,75.3,474.0,74.48,7.0,73.0,0.0,45.8,0.0,29.41,0.0
2025-10-09,64.63,75.25,480.0,74.45,474.0,74.13,7.0,72.9,0.0,45.66,0.0,29.26,0.0
2025-10-10,79.22,75.5,480.0,73.8,474.0,73.85,8.0,72.86,0.0,45.25,5.0,29.02,0.0
2025-10-11,73.7,75.5,480.0,73.8,474.0,73.85,8.0,72.86,0.0,45.25,5.0,29.02,0.0
2025-10-12,64.63,75.5,480.0,73.8,474.0,73.85,8.0,72.86,0.0,45.25,5.0,29.02,0.0
2025-10-13,102.36,73.8,480.0,72.9,474.0,73.75,8.0,72.95,0.0,44.25,5.0,28.51,0.0
2025-10-14,108.24,74.81,480.0,72.0,474.0,73.78,8.0,72.23,0.0,44.29,5.0,28.11,0.0
2025-10-15,109.4,74.65,480.0,72.0,474.0,73.86,8.0,72.75,0.0,44.15,5.0,28.16,0.0
2025-10-16,109.88,75.2,480.0,72.85,474.0,74.75,8.0,73.34,0.0,44.79,5.0,28.54,0.0
2025-10-17,107.49,76.15,480.0,73.0,474.0,75.0,8.0,73.84,0.0,45.25,5.0,28.91,0.0
2025-10-18,80.82,76.15,480.0,73.0,474.0,75.0,8.0,73.84,0.0,45.25,5.0,28.91,0.0
2025-10-19,32.78,76.15,480.0,73.0,474.0,75.0,8.0,73.84,0.0,45.25,5.0,28.91,0.0
2025-10-20,41.0,73.9,480.0,71.9,474.0,74.45,8.0,72.25,0.0,44.91,5.0,28.66,0.0
2025-10-21,38.36,73.0,480.0,72.0,474.0,75.35,8.0,73.1,0.0,45.13,5.0,28.99,0.0
2025-10-22,27.51,71.35,480.0,71.75,474.0,74.75,8.0,72.7,0.0,46.7,5.0,29.31,0.0
2025-10-23,23.59,69.0,476.0,71.3,474.0,75.6,9.0,72.65,0.0,48.19,5.0,29.56,0.0
2025-10-24,91.83,65.9,476.0,69.2,474.0,74.25,9.0,72.25,0.0,48.6,10.0,28.86,0.0
2025-10-25,80.9,65.9,476.0,69.2,474.0,74.25,9.0,72.25,0.0,48.6,10.0,28.86,0.0
2025-10-26,51.28,65.9,476.0,69.2,474.0,74.25,9.0,72.25,0.0,48.6,10.0,28.86,0.0
2025-10-27,89.72,66.8,472.0,68.79,474.0,73.5,9.0,71.13,0.0,47.75,10.0,28.41,0.0
2025-10-28,101.52,72.2,472.0,70.25,476.0,74.2,11.0,71.67,0.0,48.31,10.0,28.61,0.0
2025-10-29,104.49,75.4,474.0,71.0,476.0,75.75,11.0,72.7,0.0,48.0,10.0,28.91,0.0
2025-10-30,89.26,74.5,474.0,70.35,476.0,74.59,11.0,72.0,0.0,47.9,13.0,28.16,0.0
2025-10-31,55.79,71.5,479.0,69.5,476.0,74.22,11.0,71.41,0.0,47.64,13.0,28.06,0.0
2025-11-01,45.58,71.5,479.0,69.5,476.0,74.22,11.0,71.41,0.0,47.64,13.0,28.06,0.0
2025-11-02,40.02,71.5,479.0,69.5,476.0,74.22,11.0,71.41,0.0,47.64,13.0,28.06,0.0
2025-11-03,82.78,70.75,476.0,75.31,11.0,72.16,0.0,48.79,13.0,28.24,0.0,17.83,0.0
2025-11-04,49.44,72.0,486.0,76.0,11.0,73.0,0.0,49.66,16.0,28.69,0.0,18.28,0.0
2025-11-05,27.75,69.55,486.0,74.8,11.0,72.25,0.0,48.63,16.0,27.93,0.0,17.66,0.0
2025-11-06,40.25,68.35,483.0,74.1,11.0,71.0,0.0,48.72,16.0,30.0,0.0,20.66,0.0
2025-11-07,68.22,66.0,483.0,72.7,11.0,70.27,0.0,48.89,16.0,29.67,0.0,28.25,0.0
2025-11-08,41.17,66.0,483.0,72.7,11.0,70.27,0.0,48.89,16.0,29.67,0.0,28.25,0.0
2025-11-09,57.9,66.0,483.0,72.7,11.0,70.27,0.0,48.89,16.0,29.67,0.0,28.25,0.0
2025-11-10,81.69,66.5,483.0,71.8,11.0,69.29,0.0,48.5,16.0,29.37,0.0,27.85,0.0
2025-11-11,66.88,68.35,483.0,72.5,11.0,69.5,0.0,49.5,16.0,29.26,0.0,27.7,0.0
2025-11-12,27.78,69.3,483.0,72.56,11.0,69.57,2.0,49.52,16.0,29.6,0.0,28.15,0.0
2025-11-13,31.9,68.5,483.0,72.73,11.0,69.48,2.0,49.75,16.0,29.6,0.0,28.15,0.0
2025-11-14,29.39,69.85,491.0,73.74,11.0,70.15,2.0,50.28,16.0,29.97,0.0,28.65,0.0
2025-11-15,31.46,69.85,491.0,73.74,11.0,70.15,2.0,50.28,16.0,29.97,0.0,28.65,0.0
2025-11-16,34.14,69.85,491.0,73.74,11.0,70.15,2.0,50.28,16.0,29.97,0.0,28.65,0.0
2025-11-17,79.21,67.85,491.0,73.1,21.0,69.75,2.0,49.69,17.0,29.97,0.0,28.65,0.0
