date,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,surface_pressure_mean,et0_fao_evapotranspiration_sum,std_avg_temperature,sunrise,sunset,peninsular_max_temp,peninsular_min_temp,is_national_holiday
2020-02-04,6.67038700730864,12.23494079759004,18.520833221167837,7.423175087555207,9.851280579665286,17.183857415791948,35.85014845260794,11.143379361729043,0.2707554779118038,0.2707554779118038,0.0,1.0275992505810332,953.1916019251292,1.9421054409648177,3.796862532207701,1580800909,1580837723,23.2,1.8,0
2020-02-05,9.082440879235044,9.050561000205708,13.944036735676336,5.112962609321725,6.2183190257521765,16.48744206871848,35.4271302963782,11.946244881341999,0.08482940655326546,0.08482940655326546,0.0,0.4819937864630262,951.5724834155876,1.780570190661236,4.219434260613529,1580887247,1580924196,20.15,-1.7409999,0
2020-02-06,5.527499925348523,8.414938579982666,13.546128283544084,4.531523234696894,5.805876041071877,13.54973335293107,30.01029868533494,12.110972031178358,0.007886685955509181,0.007886685955509181,0.0,0.0788668595550918,948.1467805380718,1.7276559841327532,3.4264705488274942,1580973582,1581010668,17.7,-2.05,0
2020-02-07,10.609687976768246,9.015838897617868,13.772867103163094,5.371536100114972,6.934757926457764,12.405647036458678,27.73901445767917,10.54161656706035,0.16250849621397126,0.16250849621397126,0.0,0.5693192777751416,947.7916754570033,1.4751799435421906,3.2370121429860905,1581059916,1581097142,16.75,-0.2,0
2020-02-08,33.75074008773394,8.965995384660053,13.123393008114359,5.316115961341915,7.016046676001484,13.149359200797642,29.24817274360069,7.636235651947066,1.3814369030825575,1.3814369030825575,0.0,3.9485999778652636,949.3989081537455,1.1350813164772764,3.2792903839763285,1581146249,1581183615,16.984,0.85,0
2020-02-09,11.987510029097887,9.926377118048327,14.378167668695134,5.915080926302666,7.647498689938523,14.687725629759164,32.07430297176437,9.318279024174295,0.28673833219082384,0.28673833219082384,0.0,1.0586610064981252,953.1251428053605,1.4381023453348667,3.208746443152691,1581232579,1581270088,17.792,1.15,0
2020-02-10,7.901785319364917,11.777795208238683,17.175362994287614,7.732458666217617,9.62505164525907,16.380371500124504,35.31066322742652,11.417593440212494,0.16734612782593317,0.16734612782593317,0.0,0.6845602302012657,954.730227559665,1.790588910447003,2.510787098665324,1581318908,1581356562,20.244501,3.75,0
2020-02-11,18.77810403238688,11.55368865702593,16.4433850016072,7.770703771839014,9.90936468712172,13.749111877058926,30.11580641361128,10.206830404433274,0.5799896066945701,0.5799896066945701,0.0,1.9019292795142955,951.3629460981795,1.638228003025226,3.0266861462822967,1581405235,1581443035,21.494501,3.7,0
2020-02-12,19.641019003772914,10.851377645081843,14.451035990172834,8.153298730799726,9.434555757395968,11.497448085859855,25.12342630692382,7.943116432670872,0.33671777094973787,0.33671777094973787,0.0,1.3803498869547333,948.4327754848298,1.2483937682661979,2.794839960946345,1581491561,1581529508,17.35,3.9589999,0
2020-02-13,21.516122144433346,11.597018832342338,15.583245294824938,8.237210991207588,9.828010668637637,15.582565024435167,34.07259218920852,8.250935923888123,0.6264818279484643,0.6264818279484643,0.0,2.9474181409982743,948.2073567570634,1.3516462929245916,2.750515385580368,1581577886,1581615981,18.15,4.274,0
2020-02-14,12.604858397595185,10.687659290562905,15.9740121849677,6.77630973508799,9.101808264520718,11.7784495874249,25.257310191801448,12.270469730746731,0.07349721185710413,0.07349721185710413,0.0,0.48939113661875905,949.8922570624832,1.7773820807545377,2.966287131097374,1581664209,1581702454,19.35,1.7,0
2020-02-15,4.59059162991137,10.763154419023182,16.719728509654125,6.081473290604303,9.008637779081155,12.872564994728174,28.706358271603104,12.869527423358473,0.014346078188983202,0.014346078188983202,0.0,0.09632563360685524,949.9132022262012,1.8971079155092176,2.9674983767176784,1581750532,1581788927,19.85,0.05,0
2020-02-16,6.693742854550802,11.904776113249694,17.398961198523327,7.51815353957671,9.844395621426914,15.70755321499747,34.83134545268699,13.145895468703065,0.5818098228825732,0.5818098228825732,0.0,0.9323210643646517,950.2621388392306,2.1184667822013,2.5132718935445157,1581836853,1581875399,21.0,1.1240001,0
2020-02-17,16.305366396071058,11.39458438168214,16.362444819265505,7.170681235425921,9.21468746043311,18.37980175376488,39.80569177785419,9.955761039700233,1.7640228459282326,1.7640228459282326,0.0,2.6926749830036796,952.041755271526,1.6914265171097962,3.1218753311427365,1581923174,1581961871,20.834,2.224,0
2020-02-18,29.274092444116285,9.559393927958405,13.127971251940732,6.479610270971303,7.106815949058686,15.416954123672904,33.45195594093385,10.016748960457875,0.45439215314024695,0.45439215314024695,0.0,2.0468584483549135,955.0217496529391,1.530193543329875,4.213113813669942,1582009493,1582048343,17.833,-0.85,0
2020-02-19,16.64534081040912,8.974279466754139,14.014718790601902,4.792134647187263,6.50951846939246,12.984931711836946,28.969357424162833,13.685980153836427,0.1968930386875682,0.1968930386875682,0.0,0.9319673038308899,954.1113115785428,1.9330140500136368,4.113440554336815,1582095812,1582134814,18.5,-3.5,0
2020-02-20,5.47018312073793,9.168171647518188,15.505185747133714,3.8249627887595286,6.593087029730746,14.038456723801366,29.70992275381626,15.218313767806608,0.02741130445303484,0.02741130445303484,0.0,0.13251592910559856,949.3753551314843,2.2497979328805595,3.2962839693379635,1582182131,1582221285,17.95,-2.0,0
2020-02-21,4.256028272260282,10.17014621223985,16.278867279893642,5.1769899174800385,7.723824801677267,13.725080334779012,29.51075669266708,15.42973501557337,0.005344353272976643,0.005344353272976643,0.0,0.04528134832171255,952.8175238622943,2.382890436595243,2.955550002724972,1582268449,1582307756,19.95,-1.55,0
2020-02-22,1.860488426863237,10.758259671997187,18.1203261933943,4.883138038465859,8.432547936168357,11.648084343127557,24.839379215241543,15.958699959683157,5.1384211608088795e-06,5.1384211608088795e-06,0.0,5.1384211608088793e-05,955.4020249614815,2.6617084822333164,2.9279440201351825,1582354766,1582394225,22.05,-0.89100003,0
2020-02-23,1.949180815284522,11.72185986435068,19.179885736647474,5.532138016276319,9.256862171519032,12.138948225524713,25.623850479016465,16.274928595709024,0.0006681923824882617,0.0006681923824882617,0.0,0.006681923824882618,956.1149245333128,2.854397841329705,3.2436625860211366,1582441083,1582480695,22.85,-1.45,0
2020-02-24,2.1006584453761965,11.799892384340202,19.47580973074534,5.346968603759141,9.232979660006398,13.048453602522965,27.314698246604685,16.344693315309332,0.0008035700169172622,0.0008035700169172622,0.0,0.00803570016917262,951.0177986590302,2.899759597786329,3.1744173262586446,1582527399,1582567164,21.45,-1.5,0
2020-02-25,15.082185629190421,11.150056145047744,16.98788407077509,6.316848652603414,8.095847855216874,19.96386600990925,43.252108330724596,11.987083629780711,0.7670487149127831,0.7537372369606021,0.009318033004098886,2.2206398520134654,945.8948326485004,2.359755867972854,3.5367550892328854,1582613713,1582653633,21.6,1.15,0
2020-02-26,12.953807130745842,10.332348412130298,14.878869000352632,6.656488173348798,6.937296820344403,19.66887619697347,43.23334837890717,13.50227165646888,0.4099430349761433,0.4099430349761433,0.0,1.5837444070261926,946.24687667807,2.288346117560298,3.670029997727349,1582700025,1582740102,19.184,0.72400004,0
2020-02-27,7.289781956007956,11.238924960337306,17.485582782103656,5.914646351322465,7.7607913766917855,20.31870482883623,44.504007261318364,15.319743671836711,0.09538451198398294,0.09538451198398294,0.0,0.39398448987335466,946.5515458030364,2.710520604649481,3.018328719009929,1582786336,1582826570,21.6,-0.05,0
2020-02-28,11.800591479896005,11.993209551662941,18.071462133090613,6.720954447945878,9.249021346705192,17.264021936156105,36.07572568863341,15.846500142294742,0.0053751837973722745,0.0053751837973722745,0.0,0.053751837973722745,945.2416921363777,2.9068306898201945,2.692794273169871,1582872646,1582913039,21.05,1.3,0
2020-02-29,29.92001324613387,11.707369667121405,16.234726070189563,7.467880722224695,8.445203446692263,27.039169588442114,59.518697143796736,10.216807281538047,1.9816192708050673,1.9785399669500656,0.002155508387484388,3.6680698509067304,939.3294460915588,2.159996043794072,2.9217871131538544,1582958955,1582999507,22.2175,3.809,0
2020-03-01,45.488310901556375,12.149117787098493,15.704113120720654,9.081889518007761,8.6291168714901,29.09082548157086,63.617338814738176,10.659753296494806,4.251904571932753,4.251904571932753,0.0,6.448226454173188,938.3377758530372,2.1477223718365113,3.0106311850486853,1583045263,1583085975,19.15,4.2,0
2020-03-02,56.07003206319159,10.973421237831076,14.198846379330055,7.02118895929292,6.288003574273455,38.143479482804075,88.26035996445992,12.941673267561544,9.024587459215752,8.781478401851604,0.17017629114359492,10.91304012711663,935.6177990167237,2.419733456943826,4.173540960923052,1583131569,1583172442,19.484,0.5,0
2020-03-03,34.34957230453153,10.093726255478247,15.071863469145217,5.590745898195123,6.157633944624035,31.830097012338143,69.31709488990536,10.047666148871919,2.8314125492733018,2.6852033219317626,0.10234646002308351,6.009500150199998,942.4454083983146,1.9413118805344747,3.434635673399319,1583217875,1583258910,18.65,-0.04100001,0
2020-03-04,13.831552353626229,12.833753351021215,17.661912780814692,9.206117685664669,10.363123134244615,20.281516072046593,44.27792470228976,12.00492304226154,0.774551198820137,0.774551198820137,0.0,3.12330629733276,944.935973826444,2.146908305229727,2.688726720280963,1583304181,1583345377,21.1685,3.55,0
2020-03-05,37.258464281796684,11.902832280113374,16.602160682740237,7.8464805011641205,8.3273502872036,30.08651090181861,66.56752104071803,11.220750920963178,3.7931274241430617,3.7931274241430617,0.0,5.936797419722047,939.4868154241965,2.149409685608073,3.0495015486953663,1583390486,1583431843,21.2185,2.25,0
2020-03-06,26.60933909433087,8.736011125026431,12.484681920673873,5.530141490498212,4.073735968628683,28.97432830636453,65.32120640594515,12.967525613053173,1.8139270825931997,1.4093217064582018,0.28695652870165916,5.138689939761887,943.5465975971161,2.3031282577901235,4.103080983855752,1583476790,1583518310,17.134,-0.55,0
2020-03-07,12.357142076388268,9.428213014875864,15.0338215526319,4.856860300004358,5.948969295957654,18.43606873200861,41.61014890660722,15.018432287466998,0.3834779801781435,0.346061182141811,0.026191757972458044,1.3915259529794899,949.2543893544364,2.4891925296112,3.5813658799121555,1583563095,1583604776,20.084,-0.45,0
2020-03-08,12.501613683047053,10.655791177966066,17.20095101566872,4.503250479253189,7.8412023059105405,16.92737128545906,36.84585486465794,15.91418281316701,0.21928093829388526,0.21928093829388526,0.0,0.9989011683979165,949.1827918874607,2.6840616416918652,3.494779664940559,1583649399,1583691242,21.784,-1.441,0
2020-03-09,8.7569839027801,11.505277102540928,16.652925083423234,7.215903179395296,8.441479989766204,18.73540958883342,41.34423059814977,16.248055127353794,0.16352057386509955,0.16352057386509955,0.0,0.8430172809056226,950.1828510948,2.806774916607378,3.880095459656647,1583735702,1583777708,22.134,0.9,0
2020-03-10,3.4379047374672904,12.714285789082014,19.254789383401523,7.225970580428371,10.423553031608947,14.40519477976292,31.591839440706572,17.047472015367834,0.01051202437271732,0.01051202437271732,0.0,0.058400132808423655,950.4198474553748,3.123172341690581,3.144178091610605,1583822006,1583864174,24.5,1.7589998,0
2020-03-11,5.586314257951993,15.11323914797346,22.647192085916128,8.733099755432114,13.436975824516614,12.503054334154495,27.29274042679331,18.03344349317776,0.007341222786130999,0.007341222786130999,0.0,0.07341222786130999,948.7610670368899,3.4524649694929965,3.1290791891733867,1583908310,1583950639,27.9,3.0089998,0
2020-03-12,12.033541138216112,15.31951316369096,21.59081477498355,10.158363510703618,13.648048269082071,15.20065044986996,33.744458310046404,15.976214604183468,0.6107110296747766,0.6107110296747766,0.0,1.6520142610950346,945.8464241296898,3.1489249619091813,3.431278719498374,1583994615,1584037104,26.2,5.8589997,0
2020-03-13,22.505159032888933,13.276240861174308,18.40378039489167,9.104800687716775,11.315747570935711,16.229558143977574,35.86745552480079,14.649990217236638,0.5944552392986449,0.5944552392986449,0.0,1.864873357681543,944.8975219257024,2.564043363477091,3.7641892008864906,1584080919,1584123568,23.3,1.7590001,0
2020-03-14,7.62211258818924,12.289233019419532,18.08597043605196,7.794393973612158,10.457013608647264,12.34515281291325,27.21292340178303,18.034727386994263,0.04939682840835429,0.04939682840835429,0.0,0.3756818289617228,945.0162809248368,2.892723694404062,3.6463596312125377,1584167224,1584210033,21.7,-1.091,0
2020-03-15,50.571797206811375,11.678932334086939,17.34268054727131,7.333356686974021,9.450257966740374,19.948460316647303,43.73338777262091,15.065187868582905,5.009528957707828,4.875271089951223,0.09398049208368908,6.214238565036602,940.85130485731,2.565508810456569,3.3041246183106745,1584253528,1584296497,21.75,1.4,0
2020-03-16,60.29274169629775,8.782191442679867,11.670876846489387,6.316746407008881,5.494356324848094,25.556311848752554,56.805871020411395,9.289050044269477,14.074687096881604,11.543092046328436,1.7721165679904811,14.62875302376322,940.6702547850757,1.4627928685518155,4.01652241039507,1584339832,1584382961,16.35,0.6,0
2020-03-17,48.58013195531692,10.69166959002068,15.154016979880895,6.6631327759477985,8.002284585820494,21.70175672838504,48.48862654822805,11.671317234264574,4.068897881650695,4.05139760178461,0.012250193678951415,7.495697560435735,948.220671077428,1.911844588555353,2.7851375445632653,1584426134,1584469425,17.702,1.45,0
2020-03-18,21.329191219471742,12.499590670923899,18.09678684997736,8.079306075654145,10.258078514536502,17.708106070182932,39.04472577930877,17.768424204335247,0.32567845812848834,0.32567845812848834,0.0,1.1531071637496249,948.9931226128674,2.988796529578729,2.8392583296984135,1584512435,1584555889,22.7,2.8,0
2020-03-19,21.06759611471978,11.89413119658284,17.011313863363085,7.711477603037021,9.787343133788525,15.77938969319179,35.254148742804226,17.317445789656755,0.46642852607689433,0.46642852607689433,0.0,1.5605306012743283,944.8001448023684,2.8094915525172337,2.6270425045297876,1584598736,1584642352,21.7,2.2,0
2020-03-20,35.38020068149317,11.125429923724266,15.014564763600978,8.005901141163884,8.859336317383951,16.369437141905404,36.88358751914062,12.905496450536766,3.9071716795214178,3.9071716795214178,0.0,6.121604689402206,940.9454333226217,2.0528951523302736,2.747146211735625,1584685037,1584728816,18.8,2.15,0
