date,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,surface_pressure_mean,et0_fao_evapotranspiration_sum,sunrise,sunset,peninsular_max_temperature,peninsular_min_temperature,max_windspeed,daily_temperature_range,rolling_avg_temp,delta_temp_with_previous,std_avg_temperature,Day_of_the_week,Is_weekend,Month,Year,Season,Is_national_holiday
2020-01-11,5.299644194872054,5.863854353983242,11.23511476635495,1.7218320991006426,2.684507594950755,12.991097010155892,27.519878051108517,9.64271842242565,0.004383863776502381,0.004383863776502381,0.0,0.043350487754746966,954.0596366530696,1.272676506609314,1578728254,1578762443,14.934,-3.95,32.761974,9.513282667254307,7.41302597494004,-1.5491716209567983,4.237949633346214,6,1,1,0,1,0
2020-01-12,3.7651032357176946,5.027867572610057,11.1424284422043,0.626168716899534,1.9214749603498142,10.294467667238415,21.076852168808003,9.679778988600612,0.029906207194283684,0.029906207194283684,0.0,0.12618183686698595,953.4343115459533,1.2412470315563884,1578814639,1578848905,15.233999,-4.65,26.903828,10.516259725304767,6.8311474560135785,-1.8032798834035217,4.302606673139546,7,1,1,0,1,0
2020-01-13,5.002773778215839,4.793253278955621,10.291967897659328,0.6578017086520247,1.3832367564616352,12.814329894364334,27.17659594278169,8.574106606428561,0.08573850969975787,0.08573850969975787,0.0,0.2438971367136232,948.556285778787,1.201421060517004,1578901021,1578935367,14.632999,-4.35,31.845251,9.634166189007303,6.054291326332595,-1.2610380473769736,4.459629440096645,1,0,1,0,1,0
2020-01-14,8.973257204498648,6.091605088790295,11.268211224680853,2.0535487053776222,2.598599230972866,16.132578122471894,34.46224545719299,8.373644879760946,0.35899030785071595,0.35899030785071595,0.0,1.203673180603644,945.4706913077678,1.2480691621429585,1578987401,1579021829,14.55,-4.2,36.290424,9.21466251930323,5.228325068516306,0.8632800202739883,4.185348721447149,2,0,1,0,1,0
2020-01-15,13.35702760061068,7.670421202598993,12.203844853686217,4.117167504825766,4.732665180291185,17.646010405451072,38.15314996207449,7.139862468181315,1.5334194847375822,1.5334194847375822,0.0,2.1969418488829864,947.7567407070862,1.134954536699177,1579073778,1579108293,15.95,-1.7,36.367126,8.086677348860452,5.3042419801186576,2.3661792224803353,3.537175670092587,3,0,1,0,1,0
2020-01-16,11.933759010616601,8.944194925165943,14.049295667246364,5.096070385119406,6.116435843111685,17.85841457679469,39.157523654789,8.66332449920157,1.7045164769976568,1.7045164769976568,0.0,2.124005913136965,949.9731303021787,1.4320140988553376,1579160153,1579194758,16.8,0.8,35.188046,8.953225282126958,6.185093190114969,2.759101735050974,3.0554345922429595,4,0,1,0,1,0
2020-01-17,22.459013020540866,8.761085721022459,12.987654519413368,4.984149728550719,5.762099578734217,18.71393897429011,41.89063041637615,8.01829301649038,1.0486047195553467,1.0457801689695667,0.001977185410046012,2.657455058577999,953.4071977164856,1.281261079620982,1579246526,1579281225,16.9,-0.75,28.58545,8.00350479086265,7.568740405518411,1.1923453155040482,3.4995572282692313,5,0,1,0,1,0
2020-01-18,43.231040168153974,8.110054682976026,11.862292977056054,4.933153341058827,5.517544599910558,20.62879840982466,46.401599469491615,4.360563230248699,5.000717122091061,4.934190399121132,0.0465687204540783,8.96134326234407,950.3500369222636,0.7782810514919207,1579332897,1579367693,15.333,-1.2,31.255795,6.929139635997227,8.458567282929131,-0.34851259995310535,3.7301724466540986,6,1,1,0,1,0
2020-01-19,52.069588143875606,6.721059281966773,9.86960015453422,4.196214454298934,2.120889169137418,30.3285589979644,64.8907202980304,6.847284838495471,5.816857855302923,4.6039301923876215,0.8490493331019064,7.608420686493064,947.0914025985588,1.3162550001893512,1579419265,1579454162,13.283,-3.276,44.398376,5.673385700235286,8.605111776388142,-1.8840524944213692,4.23642272048112,7,1,1,0,1,0
2020-01-20,53.40892701817043,4.692662573328859,6.804538438325668,2.8547228943887752,-1.0041506846643173,29.266569869056234,65.11780684461414,6.1417004814305365,5.6213555970495515,2.875999637407108,1.9217492110157854,7.065388385587121,947.6358672966767,1.4343068937637555,1579505631,1579540632,9.8,-5.126,44.12754,3.949815543936893,7.86406656198842,-3.17140398865956,4.536184227542507,1,0,1,0,1,0
2020-01-21,54.01496723975594,6.202878189527295,8.743318401554884,3.9858218880205407,1.7491708607800183,25.653180024886762,59.594006387413245,5.493018012142485,11.951279669588446,9.269322611648795,1.8807108913783435,10.297781387848028,944.3913092572017,1.0222167321674258,1579591996,1579627103,12.683,-3.0759997,39.831684,4.757496513534344,6.507925512757219,-0.3050473232299238,4.1256235416164,2,0,1,0,1,0
2020-01-22,54.860171501568644,7.380894700346025,10.515109478053668,5.064643165544736,4.523630908058402,18.12810038930122,41.719862140081275,6.067518162342487,6.744246723711123,6.608450121862004,0.09505763454560537,8.54031684295404,943.2923516269427,0.8638860482423043,1579678358,1579713574,11.8675,-0.55,30.58517,5.450466312508932,5.872200014940976,1.5086946854050494,3.501546035467725,3,0,1,0,1,0
2020-01-23,40.4846501599679,7.429500913608879,11.13791435002237,4.182928072512504,4.934390488398123,14.27820800710446,33.3791636339626,7.158153350250596,5.125893669751005,5.095474218069951,0.02129361729039196,6.110853531281128,943.0318084279,0.930044952715952,1579764718,1579800046,12.2335,-2.041,21.915691,6.9549862775098665,6.092145154400726,1.3373557592081529,3.649919612978554,4,0,1,0,1,0
2020-01-24,37.12690545735789,7.694447535141002,11.435474279559163,4.975483351756074,5.492158586742933,12.805916373486143,28.80238426589353,6.767037423516577,3.703524996849696,3.7019340610147418,0.0011136539708137651,7.294123227244704,944.4361763781047,0.9136188763423532,1579851076,1579886519,12.9,-0.3,22.493519,6.459990927803089,7.004424601160733,0.690022933980269,3.483690717802399,5,0,1,0,1,0
2020-01-25,51.80300487517407,7.665025671992661,10.657638472739064,5.221591405788985,5.689622496246989,12.033786548582784,27.71834033109812,5.455459177220192,5.05203699159058,5.0093689302419815,0.0298676461287925,10.662196240256767,942.6197547255688,0.7410096846607258,1579937433,1579972992,12.65,-1.041,21.542923,5.4360470669500796,7.501614383031968,0.16341128896069268,3.461386398270427,6,1,1,0,1,0
2020-01-26,27.77708559692186,7.534870483116385,12.009008561379833,4.0849865278457385,4.931587754504024,14.369055139225916,31.0188901954517,8.4022662413635,0.5920543965203005,0.5920543965203005,0.0,1.8669623235149955,946.5173373768163,1.1409297333238273,1580023788,1580059465,14.55,-1.5,26.121714,7.9240220335340945,7.596324706914181,-0.06145422379779575,3.514395855295325,7,1,1,0,1,0
2020-01-27,22.337658661361687,7.66784402885054,11.26963962444934,3.8743543754768552,4.482452965675252,20.230445780646733,43.66492554625171,6.974030360163797,1.963709607988659,1.9577273009650298,0.004187615813886362,3.36946038672548,946.7614455323602,1.0962052188784603,1580110141,1580145939,14.433,-1.0259999,32.048088,7.395285248972485,7.631447896750015,0.03639613210052506,3.290396674415929,1,0,1,0,1,0
2020-01-28,21.948954611636513,10.101674230940587,14.091951169854099,7.017074542552094,7.478402574990337,19.17913899909287,41.18032434022277,6.532139776913469,1.3201586346153693,1.3201586346153693,0.0,5.416552040348466,946.8559923604325,1.0613403460459847,1580196492,1580232412,17.1945,1.8590002,30.58517,7.074876627302005,7.622580061319862,2.4790941696207245,2.74625168145908,2,0,1,0,1,0
2020-01-29,18.327894431186945,10.597220599332267,14.621154781785538,7.449182548662142,8.419258459759213,15.934155920847363,34.473077877347855,6.753607270470679,2.4661065880498056,2.4661065880498056,0.0,4.7922101535202115,947.7426439787981,1.0924503343322423,1580282842,1580318886,16.85,1.6,28.357855,7.171972233123396,8.434796247635838,2.16242435169643,2.7927766208514746,3,0,1,0,1,0
2020-01-30,32.47813623582351,10.828915929621486,14.644387438236961,8.100995388905813,8.499668702951132,17.200876327845105,38.111421110784356,7.498013150405539,1.4517996491694298,1.4517996491694298,0.0,4.280830526964851,947.8090067913524,1.2481218831741407,1580369190,1580405360,17.244501,3.25,29.275326,6.543392049331148,9.455579619707798,1.3733363099136877,2.9231486654482484,4,0,1,0,1,0
2020-01-31,24.514627588251198,11.707169981176834,16.164403455897883,8.562546744694584,9.76634827695068,15.435333403195306,33.92216209186706,7.507358377207543,1.5710733208090226,1.5710733208090226,0.0,3.8878816265869824,948.2691238739941,1.245427353249715,1580455537,1580491833,18.65,4.3589997,26.712873,7.601856711203299,10.509270253298114,1.1978997278787205,2.7023394095222315,5,0,1,0,1,0
2020-02-01,27.88439216608706,12.88510770428948,17.453634434597806,9.507844710299812,11.23641381178161,18.047340400682224,39.11512537223711,7.911358183528593,1.2289054164089532,1.2289054164089532,0.0,4.810896219703077,949.5387223819151,1.315791061737142,1580541882,1580578306,19.744501,4.9,28.04305,7.945789724297994,11.044435503376862,1.8406722009126177,2.3551420993769345,6,1,2,0,1,0
2020-02-02,5.819384763123368,12.806836193340013,18.090427885979015,9.012633326505561,11.140605112098378,14.349777713893696,30.302238298058064,10.719068641401446,0.0418233894004252,0.0418233894004252,0.0,0.277490553210327,953.1235615592736,1.7289973700833212,1580628226,1580664778,20.944,4.0,29.239891,9.077794559473453,11.807064538362601,0.9997716549774118,2.781166043656677,7,1,2,0,1,0
2020-02-03,2.489895528029396,13.359941257899496,19.828186021190398,8.825619323207468,11.584147511426472,12.731013979370028,26.750463415097467,12.135404038008506,0.0,0.0,0.0,0.0,953.6832868197719,2.0305652080878747,1580714568,1580751250,22.9,3.1,27.534704,11.00256669798293,12.466371292935442,0.8935699649640547,3.0416340785088014,1,0,2,0,1,0
2020-02-04,6.67038700730864,12.23494079759004,18.520833221167837,7.423175087555207,9.851280579665286,17.183857415791948,35.85014845260794,11.143379361729043,0.2707554779118038,0.2707554779118038,0.0,1.0275992505810332,953.1916019251292,1.9421054409648177,1580800909,1580837723,23.2,1.8,35.864742,11.09765813361263,13.017295051842995,-0.7823542542529545,3.796862532207701,2,0,2,0,1,0
2020-02-05,9.082440879235044,9.050561000205708,13.944036735676336,5.112962609321725,6.2183190257521765,16.48744206871848,35.4271302963782,11.946244881341999,0.08482940655326546,0.08482940655326546,0.0,0.4819937864630262,951.5724834155876,1.780570190661236,1580887247,1580924196,20.15,-1.7409999,37.249126,8.831074126354611,12.800572749609849,-3.750011749404141,4.219434260613529,3,0,2,0,1,0
2020-02-06,5.527499925348523,8.414938579982666,13.546128283544084,4.531523234696894,5.805876041071877,13.54973335293107,30.01029868533494,12.110972031178358,0.007886685955509181,0.007886685955509181,0.0,0.0788668595550918,948.1467805380718,1.7276559841327532,1580973582,1581010668,17.7,-2.05,27.834309,9.01460504884719,11.548481018565079,-3.1335424385824133,3.4264705488274942,4,0,2,0,1,0
2020-02-07,10.609687976768246,9.015838897617868,13.772867103163094,5.371536100114972,6.934757926457764,12.405647036458678,27.73901445767917,10.54161656706035,0.16250849621397126,0.16250849621397126,0.0,0.5693192777751416,947.7916754570033,1.4751799435421906,1581059916,1581097142,16.75,-0.2,28.185953,8.40133100304812,9.900146792592805,-0.8843078949749366,3.2370121429860905,5,0,2,0,1,0
2020-02-08,33.75074008773394,8.965995384660053,13.123393008114359,5.316115961341915,7.016046676001484,13.149359200797642,29.24817274360069,7.636235651947066,1.3814369030825575,1.3814369030825575,0.0,3.9485999778652636,949.3989081537455,1.1350813164772764,1581146249,1581183615,16.984,0.85,22.79684,7.807277046772444,8.827112825935414,0.13888255872463873,3.2792903839763285,6,1,2,0,1,0
2020-02-09,11.987510029097887,9.926377118048327,14.378167668695134,5.915080926302666,7.647498689938523,14.687725629759164,32.07430297176437,9.318279024174295,0.28673833219082384,0.28673833219082384,0.0,1.0586610064981252,953.1251428053605,1.4381023453348667,1581232579,1581270088,17.792,1.15,33.425762,8.463086742392468,8.798924287420196,1.1274528306281315,3.208746443152691,7,1,2,0,1,0
2020-02-10,7.901785319364917,11.777795208238683,17.175362994287614,7.732458666217617,9.62505164525907,16.380371500124504,35.31066322742652,11.417593440212494,0.16734612782593317,0.16734612782593317,0.0,0.6845602302012657,954.730227559665,1.790588910447003,1581318908,1581356562,20.244501,3.75,34.114628,9.442904328069996,9.302737133442081,2.4750580747966016,2.510787098665324,1,0,2,0,1,0
2020-02-11,18.77810403238688,11.55368865702593,16.4433850016072,7.770703771839014,9.90936468712172,13.749111877058926,30.11580641361128,10.206830404433274,0.5799896066945701,0.5799896066945701,0.0,1.9019292795142955,951.3629460981795,1.638228003025226,1581405235,1581443035,21.494501,3.7,27.66384,8.672681229768187,10.223389236982355,1.3302994200435752,3.0266861462822967,2,0,2,0,1,0
2020-02-12,19.641019003772914,10.851377645081843,14.451035990172834,8.153298730799726,9.434555757395968,11.497448085859855,25.12342630692382,7.943116432670872,0.33671777094973787,0.33671777094973787,0.0,1.3803498869547333,948.4327754848298,1.2483937682661979,1581491561,1581529508,17.35,3.9589999,22.9724,6.297737259373108,11.085953661104313,-0.23457601602246925,2.794839960946345,3,0,2,0,1,0
2020-02-13,21.516122144433346,11.597018832342338,15.583245294824938,8.237210991207588,9.828010668637637,15.582565024435167,34.07259218920852,8.250935923888123,0.6264818279484643,0.6264818279484643,0.0,2.9474181409982743,948.2073567570634,1.3516462929245916,1581577886,1581615981,18.15,4.274,26.478971,7.346034303617349,11.394287170115485,0.2027316622268529,2.750515385580368,4,0,2,0,1,0
2020-02-14,12.604858397595185,10.687659290562905,15.9740121849677,6.77630973508799,9.101808264520718,11.7784495874249,25.257310191801448,12.270469730746731,0.07349721185710413,0.07349721185710413,0.0,0.48939113661875905,949.8922570624832,1.7773820807545377,1581664209,1581702454,19.1175,1.7,21.129885,9.19770244987971,11.334028378150037,-0.6463690875871322,2.966287131097374,5,0,2,0,1,0
2020-02-15,4.59059162991137,10.763154419023182,16.719728509654125,6.081473290604303,9.008637779081155,12.872564994728174,28.706358271603104,12.869527423358473,0.014346078188983202,0.014346078188983202,0.0,0.09632563360685524,949.9132022262012,1.8971079155092176,1581750532,1581788927,19.85,0.05,33.061253,10.638255219049821,11.045351922662363,-0.28219750363918017,2.9674983767176784,6,1,2,0,1,0
2020-02-16,6.693742854550802,11.904776113249694,17.398961198523327,7.51815353957671,9.844395621426914,15.70755321499747,34.83134545268699,13.145895468703065,0.5818098228825732,0.5818098228825732,0.0,0.9323210643646517,950.2621388392306,2.1184667822013,1581836853,1581875399,21.0,1.1240001,38.511585,9.880807658946617,11.015944180642807,0.8888319326068874,2.5132718935445157,7,1,2,0,1,0
2020-02-17,16.305366396071058,11.39458438168214,16.362444819265505,7.170681235425921,9.21468746043311,18.37980175376488,39.80569177785419,9.955761039700233,1.7640228459282326,1.7640228459282326,0.0,2.6926749830036796,952.041755271526,1.6914265171097962,1581923174,1581961871,20.834,2.224,31.319998,9.191763583839585,11.11852994094526,0.2760544407368801,3.1218753311427365,1,0,2,0,1,0
2020-02-18,29.274092444116285,9.559393927958405,13.127971251940732,6.479610270971303,7.106815949058686,15.416954123672904,33.45195594093385,10.016748960457875,0.45439215314024695,0.45439215314024695,0.0,2.0468584483549135,955.0217496529391,1.530193543329875,1582009493,1582048343,17.833,-0.85,28.732422,6.648360980969429,11.354171637985004,-1.7947777100265991,4.213113813669942,2,0,2,0,1,0
2020-02-19,16.64534081040912,8.974279466754139,14.014718790601902,4.792134647187263,6.50951846939246,12.984931711836946,28.969357424162833,13.685980153836427,0.1968930386875682,0.1968930386875682,0.0,0.9319673038308899,954.1113115785428,1.9330140500136368,1582095812,1582134814,18.5,-3.5,41.036842,9.22258414341464,10.952918140963412,-1.9786386742092734,4.113440554336815,3,0,2,0,1,0
2020-02-20,5.47018312073793,9.168171647518188,15.505185747133714,3.8249627887595286,6.593087029730746,14.038456723801366,29.70992275381626,15.218313767806608,0.02741130445303484,0.02741130445303484,0.0,0.13251592910559856,949.3753551314843,2.2497979328805595,1582182131,1582221285,17.95,-2.0,37.374172,11.680222958374186,9.976085925464893,-0.8079142779467059,3.2962839693379635,4,0,2,0,1,0
2020-02-21,4.256028272260282,10.17014621223985,16.278867279893642,5.1769899174800385,7.723824801677267,13.725080334779012,29.51075669266708,15.42973501557337,0.005344353272976643,0.005344353272976643,0.0,0.04528134832171255,952.8175238622943,2.382890436595243,1582268449,1582307756,19.95,-1.55,29.830078,11.101877362413603,9.233948347410243,0.936197864829607,2.955550002724972,5,0,2,0,1,0
2020-02-22,1.860488426863237,10.758259671997187,18.1203261933943,4.883138038465859,8.432547936168357,11.648084343127557,24.839379215241543,15.958699959683157,5.1384211608088795e-06,5.1384211608088795e-06,0.0,5.1384211608088793e-05,955.4020249614815,2.6617084822333164,1582354766,1582394225,22.05,-0.89100003,28.930204,13.23718815492844,9.437532442170726,1.3207272298264616,2.9279440201351825,6,1,2,0,1,0
2020-02-23,1.949180815284522,11.72185986435068,19.179885736647474,5.532138016276319,9.256862171519032,12.138948225524713,25.623850479016465,16.274928595709024,0.0006681923824882617,0.0006681923824882617,0.0,0.006681923824882618,956.1149245333128,2.854397841329705,1582441083,1582480695,22.85,-1.45,37.420956,13.647747720371155,10.032192510585075,1.6896673537656053,3.2436625860211366,7,1,2,0,1,0
2020-02-24,2.1006584453761965,11.799892384340202,19.47580973074534,5.346968603759141,9.232979660006398,13.048453602522965,27.314698246604685,16.344693315309332,0.0008035700169172622,0.0008035700169172622,0.0,0.00803570016917262,951.0177986590302,2.899759597786329,1582527399,1582567164,21.45,-1.5,30.449274,14.128841126986199,10.883421916195905,0.916470468144297,3.1744173262586446,1,0,2,0,1,0
2020-02-25,15.082185629190421,11.150056145047744,16.98788407077509,6.316848652603414,8.095847855216874,19.96386600990925,43.252108330724596,11.987083629780711,0.7670487149127831,0.7537372369606021,0.009318033004098886,2.2206398520134654,945.8948326485004,2.359755867972854,1582613713,1582653633,21.6,1.15,32.023815,10.671035418171677,11.426670640229355,-0.27661449518161163,3.5367550892328854,2,0,2,0,1,0
2020-02-26,12.953807130745842,10.332348412130298,14.878869000352632,6.656488173348798,6.937296820344403,19.66887619697347,43.23334837890717,13.50227165646888,0.4099430349761433,0.4099430349761433,0.0,1.5837444070261926,946.24687667807,2.288346117560298,1582700025,1582740102,19.184,0.72400004,37.54543,8.222380827003834,11.55726946457954,-1.2249210524492433,3.670029997727349,3,0,2,0,1,0
2020-02-27,7.289781956007956,11.238924960337306,17.485582782103656,5.914646351322465,7.7607913766917855,20.31870482883623,44.504007261318364,15.319743671836711,0.09538451198398294,0.09538451198398294,0.0,0.39398448987335466,946.5515458030364,2.710520604649481,1582786336,1582826570,21.6,-0.05,31.435646,11.570936430781192,11.09409898050608,0.14482597983122503,3.018328719009929,4,0,2,0,1,0
2020-02-28,11.800591479896005,11.993209551662941,18.071462133090613,6.720954447945878,9.249021346705192,17.264021936156105,36.07572568863341,15.846500142294742,0.0053751837973722745,0.0053751837973722745,0.0,0.053751837973722745,945.2416921363777,2.9068306898201945,1582872646,1582913039,21.05,1.3,29.598919,11.350507685144734,10.907109839171781,1.0860997124911602,2.692794273169871,5,0,2,0,1,0
2020-02-29,29.92001324613387,11.707369667121405,16.234726070189563,7.467880722224695,8.445203446692263,27.039169588442114,59.518697143796736,10.216807281538047,1.9816192708050673,1.9785399669500656,0.002155508387484388,3.6680698509067304,939.3294460915588,2.159996043794072,1582958955,1582999507,22.2175,3.809,36.58918,8.766845347964868,11.188160974710181,0.5192086924112242,2.9217871131538544,6,1,2,0,1,0
2020-03-01,45.488310901556375,12.149117787098493,15.704113120720654,9.081889518007761,8.6291168714901,29.09082548157086,63.617338814738176,10.659753296494806,4.251904571932753,4.251904571932753,0.0,6.448226454173188,938.3377758530372,2.1477223718365113,1583045263,1583085975,19.15,4.2,38.479603,6.622223602712893,11.64650139304055,0.5026163940579433,3.0106311850486853,7,1,3,0,1,0
2020-03-02,56.07003206319159,10.973421237831076,14.198846379330055,7.02118895929292,6.288003574273455,38.143479482804075,88.26035996445992,12.941673267561544,9.024587459215752,8.781478401851604,0.17017629114359492,10.91304012711663,935.6177990167237,2.419733456943826,1583131569,1583172442,19.484,0.5,53.050858,7.177657420037135,11.949899001960945,-0.9764777641298696,4.173540960923052,1,0,3,0,1,0
2020-03-03,34.34957230453153,10.093726255478247,15.071863469145217,5.590745898195123,6.157633944624035,31.830097012338143,69.31709488990536,10.047666148871919,2.8314125492733018,2.6852033219317626,0.10234646002308351,6.009500150199998,942.4454083983146,1.9413118805344747,1583217875,1583258910,18.65,-0.04100001,45.11649,9.481117570950094,11.60996956401699,-1.5162433085387441,3.434635673399319,2,0,3,0,1,0
2020-03-04,13.831552353626229,12.833753351021215,17.661912780814692,9.206117685664669,10.363123134244615,20.281516072046593,44.27792470228976,12.00492304226154,0.774551198820137,0.774551198820137,0.0,3.12330629733276,944.935973826444,2.146908305229727,1583304181,1583345377,21.1685,3.55,33.12978,8.455795095150023,11.072088426802603,1.7616649242186124,2.688726720280963,3,0,3,0,1,0
2020-03-05,37.258464281796684,11.902832280113374,16.602160682740237,7.8464805011641205,8.3273502872036,30.08651090181861,66.56752104071803,11.220750920963178,3.7931274241430617,3.7931274241430617,0.0,5.936797419722047,939.4868154241965,2.149409685608073,1583390486,1583431843,21.2185,2.25,41.054203,8.755680181576118,11.300300281443512,0.6025319986698623,3.0495015486953663,4,0,3,0,1,0
2020-03-06,26.60933909433087,8.736011125026431,12.484681920673873,5.530141490498212,4.073735968628683,28.97432830636453,65.32120640594515,12.967525613053173,1.8139270825931997,1.4093217064582018,0.28695652870165916,5.138689939761887,943.5465975971161,2.3031282577901235,1583476790,1583518310,17.134,-0.55,46.452557,6.954540430175661,11.610103962204278,-2.8740928371778462,4.103080983855752,5,0,3,0,1,0
2020-03-07,12.357142076388268,9.428213014875864,15.0338215526319,4.856860300004358,5.948969295957654,18.43606873200861,41.61014890660722,15.018432287466998,0.3834779801781435,0.346061182141811,0.026191757972458044,1.3915259529794899,949.2543893544364,2.4891925296112,1583563095,1583604776,20.084,-0.45,34.61995,10.176961252627542,11.157532252053675,-1.7293192371778119,3.5813658799121555,6,1,3,0,1,0
2020-03-08,12.501613683047053,10.655791177966066,17.20095101566872,4.503250479253189,7.8412023059105405,16.92737128545906,36.84585486465794,15.91418281316701,0.21928093829388526,0.21928093829388526,0.0,0.9989011683979165,949.1827918874607,2.6840616416918652,1583649399,1583691242,21.784,-1.441,28.30983,12.697700536415532,10.022352140005223,0.6334390379608426,3.494779664940559,7,1,3,0,1,0
2020-03-09,8.7569839027801,11.505277102540928,16.652925083423234,7.215903179395296,8.441479989766204,18.73540958883342,41.34423059814977,16.248055127353794,0.16352057386509955,0.16352057386509955,0.0,0.8430172809056226,950.1828510948,2.806774916607378,1583735702,1583777708,22.134,0.9,38.681152,9.437021904027938,9.606671772622787,1.8986053299181407,3.880095459656647,1,0,3,0,1,0
2020-03-10,3.4379047374672904,12.714285789082014,19.254789383401523,7.225970580428371,10.423553031608947,14.40519477976292,31.591839440706572,17.047472015367834,0.01051202437271732,0.01051202437271732,0.0,0.058400132808423655,950.4198474553748,3.123172341690581,1583822006,1583864174,24.5,1.7589998,32.76,12.028818802973152,10.529760431794285,2.184525357287729,3.144178091610605,2,0,3,0,1,0
2020-03-11,5.586314257951993,15.11323914797346,22.647192085916128,8.733099755432114,13.436975824516614,12.503054334154495,27.29274042679331,18.03344349317776,0.007341222786130999,0.007341222786130999,0.0,0.07341222786130999,948.7610670368899,3.4524649694929965,1583908310,1583950639,27.9,3.0089998,28.528723,13.914092330484014,11.625118023196336,3.4881211247771233,3.1290791891733867,3,0,3,0,1,0
