date,total_cost_spot_only,action_spot_only,total_cost_static_hedge,action_static_hedge,total_cost_heuristic_policy,action_heuristic_policy,total_cost_rl_policy,action_rl_policy
2025-12-22,72012.0,buy_on_spot,72012.0,static_m1_hedge,72012.0,buy_m1_future,72012.0,P=1000|M1=1000|M2=0|M3=0
2025-12-23,79468.2,buy_on_spot,75962.45999999999,static_m1_hedge,74460.0,buy_m1_future,74558.2,P=1000|M1=1000|M2=0|M3=0
2025-12-24,41452.8,buy_on_spot,64557.84,static_m1_hedge,74460.0,buy_m1_future,48702.8,P=1000|M1=0|M2=0|M3=1000
2025-12-25,49674.0,buy_on_spot,67024.2,static_m1_hedge,74460.0,buy_m1_future,73974.0,P=1000|M1=1000|M2=0|M3=0
2025-12-26,90984.0,buy_on_spot,79417.2,static_m1_hedge,74460.0,buy_m1_future,74784.0,P=1000|M1=1000|M2=0|M3=0
2025-12-27,81722.40000000001,buy_on_spot,76638.72,static_m1_hedge,74460.0,buy_m1_future,74602.4,P=1000|M1=1000|M2=0|M3=0
2025-12-28,80518.8,buy_on_spot,76277.64,static_m1_hedge,74460.0,buy_m1_future,74578.8,P=1000|M1=1000|M2=0|M3=0
2025-12-29,109344.0,buy_on_spot,83318.70000000001,static_m1_hedge,72165.0,buy_m1_future,72894.0,P=1000|M1=1000|M2=0|M3=0
2025-12-30,93054.6,buy_on_spot,78610.38,static_m1_hedge,72420.0,buy_m1_future,72824.6,P=1000|M1=1000|M2=0|M3=0
2025-12-31,99776.4,buy_on_spot,80812.56,static_m1_hedge,72685.20000000001,buy_m1_future,73216.4,P=1000|M1=1000|M2=0|M3=0
