quantile,empirical_exceedance_rate,target_exceedance_rate,exceedance_error,n_obs
0.5,0.516320474777448,0.5,0.016320474777448024,337.0
0.9,0.29673590504451036,0.09999999999999998,0.19673590504451038,337.0
0.95,0.2433234421364985,0.050000000000000044,0.19332344213649846,337.0
