quantile,empirical_coverage,coverage_error,n_obs
0.5,0.5041322314049587,0.004132231404958664,363.0
0.9,0.7988980716253443,-0.1011019283746557,363.0
0.95,0.8539944903581267,-0.09600550964187327,363.0
